"Model Class","Model Attribute","Model Type","Model Multiplicity","Model Definition","NIEM XPath","NIEM Type","NIEM Property, ^Reference, (Representation)","NIEM Base Type","NIEM Multiplicity","Old XPath","Old Multiplicity","NIEM Mapping Notes","Code List Code=Definition;"
"CourtExtension","","","","A structure representing the court-specific extensions for the court associated with this Court Policy.","policyresponse:GetPolicyResponseMessage/policyresponse:DevelopmentPolicy/policyresponse:SchemaExtension","policyresponse:SchemaExtensionType","","policyresponse:ExtensionType","","policyresponse:CourtPolicyResponseMessage/policyresponse:DevelopmentPolicyParameters/policyresponse:CourtExtensione:CourtExtension","0,unbounded","Reference nc:Metadata in policyresponse:SchemaExtension/@structures:metadata",""
"CourtExtension","extensionReference (<directional aggregation>)","","1..*","A structure representing the specific court extension.","policyresponse:GetPolicyResponseMessage/policyresponse:DevelopmentPolicy/policyresponse:SchemaExtension/nc:LocationURI","policyresponse:ExtensionType","policyresponse:ExtensionCanonicalVersionURI","niem-xs:anyURI","1,1","policyresponse:CourtPolicyResponseMessage/policyresponse:DevelopmentPolicyParameters/policyresponse:CourtExtension/policyresponse:CourtExtensionURI","1,1","",""
"CourtRuleAppellateCaseInformation","","","","Additional information specific to court rule appellate cases.","appellate:CaseAugmentation/appellate:AppellateCourtRuleCase","appellate:AppellateCourtRuleCaseType","","structures:ObjectType","","j:AppellateCase/appellate:AppellateCaseAugmentation/appellate:AppellateCourtRuleCase","0,1","",""
"CourtRuleAppellateCaseInformation","ruleCollection","string","","An organized set or book of rules of the court that include the rule(s) in question.","appellate:CaseAugmentation/appellate:AppellateCourtRuleCase/appellate:RuleCollectionNumber","appellate:AppellateCourtRuleCaseType","appellate:RuleCollectionNumber","nc:NumericType","0,unbounded","j:AppellateCase/appellate:AppellateCaseAugmentation/appellate:AppellateCourtRuleCase/appellate:RuleCollectionNumber","0,unbounded","",""
"CourtRuleAppellateCaseInformation","ruleNumber","id","","A rule number (including rule subsection) in question.  Each rule number must refer to a specific rule within the rule collection.","appellate:CaseAugmentation/appellate:AppellateCourtRuleCase/appellate:RuleCollectionText","appellate:AppellateCourtRuleCaseType","appellate:RuleCollectionText","nc:TextType","0,1","j:AppellateCase/appellate:AppellateCaseAugmentation/appellate:AppellateCourtRuleCase/appellate:RuleCollectionText","0,1","",""
"CreditAccount","","","","An account created within a court financial system crediting a person or organization with a balance against which future fees may be charged.","payment:PaymentMessage/cac:AllowanceCharge/cac:PaymentMeans/cac:CreditAccount","cac:CreditAccountType","","","","payment:PaymentMessage/cac:AllowanceCharge/cac:PaymentMeans/cac:CreditAccount","0,1","",""
"CreditAccount","accountNumber","id","","A number that idenitifies an account with a court or a financial institution.","payment:PaymentMessage/cac:AllowanceCharge/cac:PaymentMeans/cac:CreditAccount/cbc:AccountID","cac:CreditAccountType","cbc:AccountID","cbc:AccountIDType","1,1","payment:PaymentMessage/cac:AllowanceCharge/cac:PaymentMeans/cac:CreditAccount/cbc:AccountID","1,1","",""
"CriminalAppellateCaseInformation","","","","Additional information specific to criminal appellate cases.","nc:Case","nc:CaseType","","nc:ActivityType","","criminal:CriminalCase","","",""
"CriminalAppellateCaseInformation","charge (<directional aggregation>)","","*","The crimes or violations a defendant is alleged or found to have committed.  ","nc:Case/j:CaseAugmentation/j:CaseCharge","j:CaseAugmentationType","^j:CaseCharge","j:ChargeType","0,unbounded","criminal:CriminalCase/j:CaseCharge","1,unbounded","",""
"CriminalAppellateCaseInformation","sentence (<directional aggregation>)","","*","A sentence associated with a specific charge in a case. A sentence may have multiple components (prison, probation, post-incarceration supervision/probation fine, etc.).","criminal:CaseAugmentation/j:Sentence","criminal:CaseAugmentationType","j:Sentence","j:SentenceType","0,unbounded","criminal:CriminalCase/criminal:Sentence","0,unbounded","",""
"CriminalCaseInformation","","","","Information required to initiate a new criminal case in a court.  ""Criminal"" includes felonies and misdemeanors.","nc:Case/ecf:CaseAugmentation","nc:CaseType","nc:CaseAugmentationPoint, (criminal:CaseAugmentation), (j:CaseAugmentation)","criminal:CaseAugmentationType","1,unbounded","criminal:CriminalCase","","",""
"CriminalCaseInformation","arrest (<directional aggregation>)","","0..1","The act of taking physical control over the person of another by a law enforcement officer or other person acting under color of law.","criminal:CaseAugmentation/j:Arrest","criminal:CaseAugmentationType","j:Arrest","j:ArrestType","0,1","criminal:CriminalCase/criminal:CaseArrest","0,1","",""
"CriminalCaseInformation","charge (<directional aggregation>)","","1..*","The crime or violation a defendant is alleged or found to have committed.","nc:Case/j:CaseAugmentation/j:Charge","j:CaseAugmentationType","^j:CaseCharge","j:ChargeType","0,unbounded","criminal:CriminalCase/j:CaseAugmentation/j:CaseCharge","0,unbounded","",""
"CriminalCaseInformation","citation (<directional aggregation>)","","*","A criminal charge issued by a law enforcement officer for a ""violation"" requiring the person charged to plead guilty to the charge or to appear in court to contest the charge.  A citation is issued in lieu of an arrest and booking.  ""Violations"" are a subset of ""charges"" for which a law enforcement officer is authorized to issue a citation in lieu of arrest and booking.  Examples:  traffic ticket, parking ticket or ticket issued for some other ordinance violation such as barking dog or illegal dumping.","citation:CaseAugmentation/j:Citation","criminal:CaseAugmentationType","j:Citation","j:CitationType","0,1","criminal:CriminalCase/citation:CitationCaseAugmentation","0,1","",""
"CriminalCaseInformation","defendant (<directional aggregation>)","","1..*","A person alleged or found to have committed a crime or violation.","nc:Case/ecf:CaseAugmentation/ecf:CaseParty","ecf:CaseAugmentationType","ecf:CaseParty","nc:EntityType","0,unbounded","criminal:CriminalCase/j:CaseAugmentation/j:CaseDefendantParty","0,unbounded","",""
"CriminalCaseInformation","preliminaryHearingEstimatedDuration","duration","","The prosecutor estimate of the time that will be required to conduct a preliminary hearing.","criminal:CaseAugmentation/criminal:PreliminaryHearingEstimatedDuration","criminal:CaseAugmentationType","criminal:PreliminaryHearingEstimatedDuration","niem-xs:duration","0,1","criminal:CriminalCase/criminal:PreliminaryHearingEstimatedDuration","0,1","",""
"CriminalCaseInformation","prosecutionCaseNumber","id","","Case Number assigned by the Prosecuting Attorney.","nc:Case/j:CaseAugmentation/j:CaseOfficalCaseIdentification","j:CaseOfficialType","j:CaseOfficialCaseIdentification","nc:IdentificationType","0,1","criminal:CriminalCase/j:CaseAugmentationType/j:CaseProsecutionAttorney/j:CaseOfficalCaseIdentification","0,1","",""
"CriminalCaseInformation","prosecutionRecommendedBail","amount","","The bail amount recommended by the prosecutor.
","criminal:CaseAugmentation/j:Arrest/j:ArrestBailRecommendationText","criminal:CaseAugmentationType","criminal:ProsecutionRecommendedBailText","nc:TextType","0,1","criminal:CriminalCase/criminal:ProsecutionBailRecommendationText","0,1","",""
"CriminalPerson","","","","Additional information about a person.","nc:Person","nc:PersonType","","structures:ObjectType","","nc:Person","","",""
"CriminalPerson","dateOfBirth","date","","The date on which a person was born.","nc:Person/nc:PersonBirthDate","nc:PersonType","nc:PersonBirthDate","nc:DateType","0,1","nc:Person/nc:PersonBirthDate","0,1","",""
"CriminalPerson","ethnicityCode","code","","A NIBRS code representing the nation or cultural group to which a referenced subject belongs.","nc:Person/j:PersonEthnicityCode","nc:PersonType","nc:PersonEthnicityAbstract, (j:PersonEthnicityCode)","ucr:EthnicityCodeType","0,1","nc:Person/nc:PersonEthnicityCode","0,1","",""
"CriminalPerson","ethnicityText","string","","A textual description of the nation or cultural group to which a referenced subject belongs.","nc:Person/nc:PersonEthnicityText","nc:PersonType","nc:PersonEthnicityAbstract, (nc:PersonEthnicityText)","nc:TextType","0,1","nc:Person/nc:PersonEthnicityText","0,1","",""
"CriminalPerson","eyeColorCode","code","","A code identifying the person eye color at the time the information was collected.","nc:Person/j:PersonEyeColorCode","nc:PersonType","nc:PersonEyeColorAbstract, (j:PersonEyeColorCode)","ncic:EYECodeType","0,1","nc:Person/nc:PersonEyeColorCode","0,1","",""
"CriminalPerson","hairColorCode","code","","A code identifying the person hair color at the time the information was collected.","nc:Person/j:PersonHairColorCode","nc:PersonType","nc:PersonHairColorAbstract, (j:PersonHairColorCode)","ncic:HAIRCodeType","0,1","nc:Person/nc:PersonHairColorCode","0,1","",""
"CriminalPerson","height","float","","A measurement of the height of a person.","nc:Person/nc:PersonHeightMeasure/nc:MeasureDecimalValue","nc:PersonType","nc:PersonHeightMeasure","nc:MeasureType","0,1","nc:Person/nc:PersonHeightMeasure/nc:MeasureValue","0,1","",""
"CriminalPerson","raceCode","code","","A code identifying the race of a person.","nc:Person/j:PersonRaceCode","nc:PersonType","nc:PersonRaceAbstract, (j:PersonRaceCode)","ncic:RACECodeType","0,1","nc:Person/nc:PersonRaceCode","0,1","",""
"CriminalPerson","raceText","string","","A textual description categorizing individuals by physical characteristics.   (e.g., American Indian or Alaskan native, Asian or Pacific Islander, Black, White, Unknown).","nc:Person/nc:PersonRaceText","nc:PersonType","nc:PersonRaceAbstract, (nc:PersonRaceText)","nc:TextType","0,1","nc:Person/nc:PersonRaceText","0,1","",""
"CriminalPerson","sexCode","code","","A code identifying the gender or sex of a person.","nc:Person/j:PersonSexCode","nc:PersonType","nc:PersonSexAbstract, (j:PersonSexCode)","ncic:SEXCodeType","0,1","nc:Person/nc:PersonSexCode","0,1","",""
"CriminalPerson","socialSecurityNumber","id","","Number issued by the federal government to all citizens, residents of the U.S.  First three digits cannot be all zeroes.  Numbers beginning with 9 indicate a non-resident alien.  Ex. 123456789 or 356886777","nc:Person/nc:PersonTaxIdentification","nc:PersonType","nc:PersonTaxIdentification","nc:IdentificationType","0,1","nc:Person/nc:PersonTaxIdentification","0,1","",""
"CriminalPerson","weight","float","","A measurement of the weight of a person.","nc:Person/nc:PersonWeightMeasure/nc:MeasureDecimalValue","nc:PersonType","nc:PersonWeightMeasure","nc:MeasureType","0,1","nc:Person/nc:PersonWeightMeasure/nc:MeasureValue","0,1","",""
"CriminalPerson","heightUnit","string","0..1","A unit of measuring height.","nc:Person/nc:PersonHeightMeasure/nc:LengthMeasureUnit","nc:MeasureType","nc:MeasureUnitAbstract, (nc:LengthUnitCode)","unece:LengthCodeType ","0,1","nc:Person/nc:PersonHeightMeasure/nc:MeasureValue","0,1","",""
"CriminalPerson","weightUnit","string","0..1","A unit of measuring weight.","nc:Person/nc:PersonWeightMeasure/nc:WeightUnitCode","nc:MeasureType","nc:MeasureUnitAbstract, (nc:WeightUnitCode)","unece:MassCodeType ","0,1","nc:Person/nc:PersonWeightMeasure/nc:MeasureValue","0,1","",""
"Custody","","","","Information concerning the custody of the defendant.","criminal:CaseAugmentation/j:Arrest/j:ArrestSubject/j:SubjectSupervision","nc:SupervisionType","","structures:ObjectType","","criminal:CriminalCase/criminal:CaseArrest/j:ArrestSubject/j:SubjectSupervision","","",""
"Custody","custodyStatusCode","code","","A code indicating whether or not a defendant or juvenile is held in a jail, prison, lock up or other facility.","criminal:CaseAugmentation/j:Arrest/j:ArrestSubject/j:SubjectSupervision/nc:SupervisionPersonStatus/nc:StatusText","nc:StatusType","nc:StatusAbstract, (nc:StatusText)","nc:TextType","0,1","","","",""
"Custody","detentionCenterID","id","","The identifier for the facility in which the defendant or juvenile is detained.  Allowable values are set forth in Court Policy.","criminal:CaseAugmentation/j:Arrest/j:ArrestSubject/j:SubjectSupervision/nc:SupervisionFacility/nc:FacilityIdentification","nc:FacilityType","nc:FacilityIdentification","nc:IdentificationType","0,1","criminal:CriminalCase/criminal:CaseArrest/j:ArrestSubject/j:SubjectSupervision/nc:SupervisionFacility/nc:FacilityIdentification","0,1","",""
"Custody","detentionCenter","","1","A juvenile detention center.","criminal:CaseAugmentation/j:Arrest/j:ArrestSubject/j:SubjectSupervision/nc:SupervisionFacility","nc:SupervisionType","nc:SupervisionFacility","nc:FacilityType","1,1","criminal:CriminalCase/criminal:CaseArrest/j:ArrestSubject/j:SubjectSupervision/nc:SupervisionFacility","1,1","",""
"Date","","","","A date.","nc:DateType/nc:Date","nc:DateType","nc:DateRepresentation, (nc:Date), (nc:DateTime)","niem-xs:date","1,1","nc:DateType/nc:Date","1,1","",""
"Debtor","","","","The person or organization on whose behalf, or against whom, a bankruptcy petition is filed.  A ""joint petition"" is indicated by naming the spouses who are both debtors in the case.","","","","","","nc:Entity","","",""
